N,P,K,temperature,humidity,ph,rainfall,label
81.8,56.9,67.9,29.7,75.4,6.63,745.5,Okra
34.7,50.2,75,33.5,61.4,5.89,559.5,Groundnut
103.3,50,71.1,14.4,75.7,6.38,592.2,Cauliflower
21,64.5,41.5,15,63.3,6.82,465.1,Pea
107.9,45.3,42.1,29.4,47.7,6.37,552.9,Sorghum
50.4,44.2,37.9,18.9,40.7,7.25,558.5,Castor
79.9,47.9,95.8,15.1,62,5.29,467.2,Turnip
72.5,30.1,88.2,31.8,54.9,7.01,811.2,Amla
25.1,50.8,39.7,22.5,54.8,7.49,556.9,Cluster Bean
152.2,73.5,104.9,14.3,62.5,6.56,652.3,Potato
30.1,48.9,51.4,15.2,56.9,6.8,482.3,Pea
117,52.8,42.9,13.2,75.7,6.62,548.6,Lettuce
109,49,167.2,21.1,77.7,5.74,2430.5,Coffee
62.8,30.9,73.8,35.2,67.6,7.11,918.2,Drumstick
49.2,25.9,32.9,20.1,29,7.22,412,Coriander
86.5,50.4,96.8,23.8,59.9,6.99,1338.8,Guava
33.7,51.6,22.8,18.8,25.8,6.94,436.6,Gram
54.8,38.3,55.4,23.6,58.8,6.76,590.3,Spinach
86.9,62,91.8,25.9,61.2,6.16,839.3,Orange
60.8,34.5,53.7,28.9,70.3,6.43,1843.4,Jute
76.3,30.5,53.7,23.9,50,6.25,891.2,Amla
21.1,33.4,31.1,35,61.7,6.78,310,Horse Gram
97.3,37.6,87.4,22.3,67,6.42,691,Onion
65.2,51.6,56.4,24,59,6.47,878,Chilli
99.3,41.4,44.8,28.4,70.3,6.16,1074.1,Amaranthus
71.3,50.6,74.7,20.9,66.5,6.57,526.3,Cucumber
38.8,35,71.6,31.7,62.4,7.23,834.8,Drumstick
25.1,29.8,24.4,30.4,42.3,7.33,283.2,Guar
83.1,40.2,52.1,12.1,61.2,6.42,385.6,Radish
74.1,38.7,40.6,31.7,55.3,6.06,646.3,Sorghum
62,40.2,30.4,17.6,54.5,6.78,347.4,Linseed
43,32.5,45.5,23.9,30.3,7.49,368.8,Ber
174.2,50.1,193.5,26.4,72.3,6.58,1474,Banana
50.7,26.9,41.5,36.4,36.5,7.37,400.1,Ber
36.7,59,21.2,21.2,49.8,5.97,406.1,Lentil
103.8,51.3,73.1,22.3,57,7.22,579.9,Onion
45.2,43.8,143.2,24.5,55.8,7.36,763.1,Grapes
81.5,50.4,74.8,30.5,76.5,7.09,1052.7,Chilli
32.7,47.7,30.1,27.4,60.8,7.07,502.2,Mung Bean
64.6,31.3,66.6,33.1,59.6,6.7,1070.4,Amla
58.4,39.7,31.8,32.5,55.9,6.49,754.3,Niger
24.8,58.5,21.4,24.9,48.6,6.98,341.7,Chickpea
37.9,32.2,27.5,25.2,29.6,7.57,453.7,Coriander
46.8,23,40,28.7,48.2,6.28,547.4,Sesame
86.9,40.8,99.4,25,77.7,7.74,1998.3,Betel Nut
45.4,46.4,145.9,22.4,72,6.02,1024.4,Sweet Potato
101.6,41.3,94,30.9,81.7,5.64,2324.8,Black Pepper
30.6,56.2,44.6,12.3,56,7.16,435.3,Pea
120.6,67.6,161,31,78.6,6.85,2237.8,Jackfruit
66.5,38.2,32.2,26,39.9,6.01,347.5,Castor
37.4,45.5,27.2,29.6,53.6,6.51,689.2,Mung Bean
91,49.3,77.6,19.5,66,6.24,547.1,Turnip
53.9,43.6,40.2,35,84,6.81,812.4,Snake Gourd
49.4,43.8,107.6,28,79.6,6.79,1987.9,Betel Nut
82.7,35.8,29.8,29.6,68.1,7.01,951.1,Amaranthus
85,45.6,82.8,30.7,53.9,6.96,569.5,Watermelon
47.4,44.6,82.6,26.3,71.9,5.11,1788.1,Cardamom
126.7,50.3,120,25,80,6.2,2424.6,Coffee
134.4,52.2,64.5,10.3,81.7,7.17,592.6,Cauliflower
89.4,49,90.5,31,76.5,5.78,1779.2,Turmeric
73.9,29.8,35.9,33.2,58.5,6.19,702.2,Ragi
87.2,58.2,57.4,33.4,57.7,5.99,865.3,Brinjal
96.9,43.1,44.6,32.5,90.4,6.39,916,Rice
20.4,39.8,33,30,42,8.01,236.2,Guar
18.5,42,56.4,8.7,55.4,7.12,463.3,Pea
20.7,44.6,47.6,16.5,65.3,7.06,312.1,Field Pea
22,48.8,26.7,35.8,56.8,7.48,718.4,Urad Dal
106.5,46.1,44.1,33.5,64.6,6.93,832.4,Cotton
79.2,34.8,93.8,28.8,72.4,7.62,1080,Guava
89.7,57.3,101.2,19.9,60.9,6.45,570.5,Beetroot
123.3,41.2,49.5,24.2,68.9,7.61,512.2,Wheat
67.7,24.2,33.1,27.8,57.7,5.6,392.7,Pearl Millet
66,21.4,21.9,30.7,43.1,6.89,665.5,Ragi
45.8,25.9,28,23.6,45.1,8.12,488,Coriander
107,41.6,48.5,27.3,76.5,6.49,786.3,Rice
85.5,33,37.9,28.1,48.6,6.99,668.2,Sorghum
79.1,41.9,43.6,28.3,45,6.83,528.2,Sunflower
176.2,44.2,206.9,29.7,81.4,7.13,653.3,Banana
103.8,55.7,76.7,37.7,61,6.89,979.7,Bottle Gourd
41.5,33.3,39.5,33.1,33,8.15,381.9,Ber
109.3,54,138.7,27.3,81.5,5.37,1854.3,Coffee
87.7,59.3,88,24.7,65.1,6.83,680.8,Onion
70.2,29.9,116,22.8,78.7,5.66,2169.7,Black Pepper
62.9,30.7,28.5,23.7,38.4,7.42,412.2,Safflower
68.3,38,50.1,20.9,62.1,5.7,827.9,Amaranthus
48.9,23.9,54.3,25.1,56.5,7.08,823.8,Curry Leaf
59.7,36.3,24.7,15.2,45,6.9,366,Fennel
74.2,32.9,40.6,30.4,65.6,5.73,1056.1,Amaranthus
60.2,26.2,82,35.5,64.3,7.16,693.4,Tamarind
147.6,50,43.6,30.2,78.5,6.42,1381.3,Rice
33.7,39.9,55.5,32.1,63.2,6.33,811.5,Groundnut
67.9,43.6,57.2,28,73.2,6.29,967.4,Snake Gourd
84.8,28.1,41.1,28.8,51.8,6.67,892.6,Jowar
66.8,27.8,32,25.2,53.3,5.66,1066.5,Amaranthus
96.5,44.6,140.1,22.2,79.1,6.18,2165.1,Taro
25.9,53.3,17.7,27.5,59.2,7.26,770,Arhar Dal
36.6,20.1,30.7,30.4,49.7,7.5,465.7,Sesame
31.1,55.7,31.8,31.3,56.7,6.92,675.7,Arhar Dal
65.5,40.9,38.3,27.2,72.1,5.79,1202,Amaranthus
102.5,45.9,46.6,26.5,81.6,5.67,1110.5,Paddy
35,47.5,28.4,24.5,48.3,6.63,714.1,Pigeon Pea
108.7,44,71.4,26.6,69.5,7.14,701.1,Brinjal
24.7,44.5,32.3,17.9,57.7,7.06,476.9,Lentil
104.8,42.3,48.1,23.4,58,6.46,680.2,Lettuce
27.5,42.7,51.4,18.1,59.5,6.93,395.6,Field Pea
60.9,29.9,46.2,28.5,52.9,6.38,738.1,Drumstick
94.4,52.2,62.8,31.1,61.5,7.11,802.2,Bitter Gourd
46.4,32.1,48.6,29.6,30.1,6.26,446.2,Ber
29,47.4,25.5,29.7,58.2,7.56,498.7,Cluster Bean
78.3,47.5,29.7,20.6,52.2,5.65,386,Mustard
62.5,36,35.8,31.2,60.1,6.54,353,Ragi
35,42.5,21.1,33,64.9,6.86,624,Urad Dal
34.7,43.7,40.2,28.7,61.4,6.99,683.8,Urad Dal
78.6,70.3,117.7,17.8,63.8,6.44,498,Beetroot
70.1,54.2,81.7,24.7,72,5.66,530.6,Cucumber
87.6,38.6,62.6,30.1,62.5,7.02,752.3,Bottle Gourd
136.3,54.5,59.4,25.1,72.5,7.26,998.5,Mentha
69.2,46.4,80.4,29.4,66.4,5.82,1369.1,Turmeric
36.6,27.9,35.2,34.8,62.8,6.6,567.6,Sesame
59.2,43.5,41.5,31.9,44.9,6.39,414.3,Castor
137.7,54.7,165.5,24.9,77.1,4.93,1992,Coffee
86.4,61.1,134.5,24.5,77.4,5.99,1625,Taro
81.2,54.8,88.1,15.5,74.9,7.34,595,Cauliflower
126.4,47.4,47.5,32.6,76.8,6.58,1514.2,Paddy
79.7,64,61.3,27.7,76.5,5.57,3082.1,Rubber
77.9,51.5,67.9,16.9,61.7,7.25,521.8,Cauliflower
92,47.6,75.8,32.8,65.2,7.13,823.2,Bitter Gourd
129.5,35.3,93.3,26.7,63.3,6.23,1033.5,Orange
83.8,47.6,68,31.9,76.5,6.98,738.4,Ridge Gourd
114.2,47.5,72,16.9,78.6,6.31,487.5,Lettuce
60.6,32.8,50.6,21.6,56.3,7.09,856.3,Amla
83.8,47.7,50.5,40.2,61.3,7.13,507.6,Pomegranate
6.7,24.9,13.1,30,22.9,7.64,370.2,Moth Bean
35.2,60.9,55.5,16.5,55.3,6.5,416.2,Pea
146.7,48.8,48,26.6,72.2,7.04,908.5,Mentha
150.9,72.5,98.2,15.3,61.6,5.18,610.5,Potato
33.2,52.8,34.6,39.1,49.6,7.98,559.1,Cluster Bean
29.3,26.8,27.9,30.9,35.9,8.43,467.7,Guar
74,53.9,53.7,21.7,61.7,6.59,495,Garlic
192.3,49.9,158.1,38.2,76.6,6.4,559.2,Banana
70.4,37.4,64.8,37.1,32.3,6.06,600.6,Muskmelon
97.8,57.3,50.8,33.8,71,5.57,739.3,Cotton
50.2,41.2,65.9,34.3,65.6,7.68,543.5,Pomegranate
27.4,69.6,47.5,23.3,42.6,6.29,851.1,Soybean
102.9,54.2,68,30.7,66,6.35,745.8,Brinjal
102.7,48.9,63.5,24.9,67.4,6.61,664.4,Brinjal
39.9,38.3,19.2,29.5,62.3,6.63,612.2,Mung Bean
94.8,50.3,98.6,37,93.3,6.54,979,Mango
81.2,55.8,58.4,28.6,65.8,6.98,675.6,Chilli
58.7,47.5,79.8,26.4,55.8,6.59,728.9,Pumpkin
35,44.1,54.1,27.5,59,6.58,786.5,Groundnut
47,31.4,36.1,13.8,41.7,6.5,316.9,Linseed
84.8,28.4,49.4,29.7,80.5,6.48,1908.8,Jute
91.2,51.1,54.1,32,63.8,5.68,605.9,Ridge Gourd
31.7,55.4,19.1,18.2,51.5,6.88,314.1,Lentil
58.9,47.7,116.2,27.2,81.1,5.07,2407.9,Black Pepper
70.2,57.9,62.5,23,68.7,6.22,545.6,Cucumber
104.7,52.9,93.5,30.8,75.3,5.8,1519.7,Ginger
44.2,31,29.9,23.4,59.8,7.14,556.5,Niger
111.7,42.7,106.9,32.3,87.9,5.97,1852,Jackfruit
37,47.5,26.8,32.7,63.2,7.03,628.7,Greengram
33,31.3,20.4,17.4,39.6,6.78,347.1,Fenugreek
56.8,29.5,52.9,38.1,43.8,6.91,1042,Drumstick
82.8,25,36.1,32.1,79.8,6.42,1527.9,Jute
30.4,57.6,31.9,27.8,49.6,7,675.1,Urad Dal
42.6,37.9,32.6,28.3,37.7,6.93,593.3,Castor
21.2,44.8,15.8,35.3,60.4,5.37,868.1,Cowpea
56.1,22.4,27.6,26.7,39.6,6.67,428.6,Coriander
192.1,49.6,126.6,33.8,78.6,6.73,1690.5,Banana
64.3,31.2,87.1,19.9,63.3,6.72,720.9,Pumpkin
36.2,57,54.1,18.5,62.3,6.39,494.3,Field Pea
79.1,43.8,73.1,26.4,68.8,5.91,694.3,Capsicum
89.3,53.3,74.5,33.1,76.6,6.12,1288.3,Guava
86.8,48.4,109.9,33.3,87.2,6.1,1934.4,Ginger
58.1,44.8,56.7,27.2,69.5,6.92,716.8,Snake Gourd
51.6,18,21.8,23.1,25.3,7.27,242.4,Coriander
83.3,49.7,88.1,27.7,51.6,6.57,590.7,Grapes
89.6,46.7,51.7,35.7,70.3,6.87,635.3,Bottle Gourd
132.6,74.5,71.6,17.3,71.2,6.34,777.5,Broccoli
182,71,134.1,26.6,73.2,5.89,1578.8,Sugarcane
109,47.1,82.7,18.2,65.9,6.72,732.7,Onion
51.6,23.7,58,27.5,55.4,5.94,854.7,Curry Leaf
82.6,44.6,43.8,27.5,70.2,6.23,681,Amaranthus
89.5,43.3,106.4,22.7,59.6,6.88,594.2,Beetroot
88.5,40.2,26.3,11.1,36,6.76,342.1,Barley
16.4,43,23,29.6,60.2,6.96,627.4,Horse Gram
75.4,59,79.9,21.8,58.3,6.16,464.7,Turnip
82.9,59.5,47.3,34.2,73,7.33,811.5,Okra
35.1,44.7,25,31.1,54.2,7.34,761.2,Pigeon Pea
51.9,27.3,87.4,25.2,59.3,7.79,826.6,Amla
123.8,77.3,118.4,21.2,70,5.33,804.9,Tomato
63.9,56.1,96.5,26.2,72.6,6.31,467.8,Cucumber
34.8,50.6,38.9,22.8,47.7,7,388.9,Chickpea
26.2,57.7,55.7,16.8,62.5,6.43,469.4,Pea
37,51.2,22.9,21.3,43.7,6.81,415,Gram
29.2,38.3,28.1,27.3,52.3,7.43,563.4,Cluster Bean
54.3,51,49.3,33.7,76.7,7.36,732.4,Ridge Gourd
109.4,53.3,56.8,33.5,68.2,7.74,782.7,Bitter Gourd
55,43,53,23,63.9,6.61,832.9,Ash Gourd
107.6,72.5,112.3,20.2,67.1,5.5,1008.7,Tomato
89.1,47.5,55.3,32.6,50.8,6.58,696.7,Sorghum
65,43.5,199.7,32,79.3,7.48,1129.5,Coconut
87.3,55.8,45.7,33.8,76.7,5.45,1732.6,Rice
59.7,37.6,91,24.5,79.3,6.31,2023.7,Clove
27.5,26.9,35.8,14.1,34,6.34,223,Fenugreek
35.2,49.7,29.9,32.5,56.3,6.74,775.4,Cowpea
90.5,34.4,29.7,16.5,57.2,6.7,469.7,Mustard
141,46.7,93.2,27.4,77,5.32,1828.9,Tea
12.7,41.7,29.7,30.5,27,7.59,440.8,Guar
51.1,22.2,25.5,27.8,55.5,5.75,680.7,Ragi
67.8,33.8,87.4,27.2,71.3,5.25,852.5,Sweet Potato
83.2,57.5,61,20.9,51.8,6.82,499.1,Sunflower
108.3,62.2,111.5,24.8,70.6,5.94,833.2,Tobacco
27.6,61.7,49.2,15.9,58.7,6.83,429.5,Pea
79.3,54.7,85,11,59.3,5.96,532.2,Turnip
109.8,47.3,60.7,16.2,64.7,6.52,468.6,Lettuce
86.3,49.7,108.7,30.2,64.8,6.33,1293.7,Turmeric
57.2,29.1,94.8,32.1,88.1,5.38,1463.2,Pineapple
48.2,37.5,93.8,20,87.7,5.59,2317.1,Cardamom
58.6,24.5,79.9,22.6,88,5.28,1665.8,Pineapple
130.1,70.5,104.7,28.9,75,6.22,1322.5,Papaya
86,38.6,49.3,16.9,66.9,6.53,431.5,Spinach
56.5,46.2,98.1,28.6,82.1,7.7,1702.8,Betel Nut
68.2,50,77.2,21.1,64.3,5.54,532.7,Cucumber
108.9,49.6,48,25.7,71.1,6.31,1368.1,Paddy
84.8,66,91,18.2,60.9,7.31,530.4,Beetroot
78.6,44.1,41.6,28.9,86.4,6.34,1506.5,Jute
47.2,31.9,27.1,17.9,15.6,7.16,278.6,Cumin
99.6,49,26.8,13.6,52.9,6.89,607.8,Mustard
98.3,58.1,49.9,18.2,55.6,5.97,1260.1,Orange
49.5,41.5,62.1,26.1,56.6,6.62,798.6,Pumpkin
129.2,46.2,78.7,28.6,85.4,7.08,1620.2,Litchi
31.4,29.3,50.3,28.8,74.5,6.44,745.6,Tamarind
26.7,53.3,29.4,22.3,47.8,5.82,300.8,Gram
127.1,37.2,121.3,16.4,81.7,5.46,1733.7,Coffee
78.4,47,33.1,14.5,39.6,8.04,352.3,Barley
85.3,56.4,70.5,12.4,62.5,6.01,506.2,Turnip
59.5,35.9,49.5,30.5,39.6,6.73,433.3,Ber
101,57,149.7,27.3,79.3,5.73,1789,Taro
46.1,28.8,21.2,29.3,34.9,7.11,364.8,Cumin
84.2,44.9,139.9,31.8,77.1,5.43,1783.7,Coconut
105.4,57.6,76.2,17.4,69.2,6.71,611.1,Lettuce
94.8,53.1,182.1,27.7,86.9,6.41,1201.3,Coconut
33.3,73.3,54.2,26.7,55.5,6.5,733.4,Soybean
32,49.6,37.3,15.3,38.3,6.34,383,Gram
7.6,24,22,31.4,24,8.08,280.3,Moth Bean
112.4,60.2,81.7,28.4,69.2,6.05,1243.9,Litchi
55.4,35.3,37.1,22.7,43.3,7.36,400.1,Cumin
87,34,22.5,31.3,51.5,7.17,483.6,Bajra
66,43.3,88.7,23.1,53,6.5,511.9,Pumpkin
99.8,54,83.5,42,71,6.83,841.3,Mango
51.1,21.5,70.6,32.7,58.7,7.26,620.5,Drumstick
82.4,47.9,39.9,22.6,46.5,5.9,444.8,Bajra
33.3,57,49.3,15.3,56,7.51,461.3,Pea
69,38.2,79.8,27.9,71.6,7.25,1709.4,Guava
123.2,47.9,102.5,24.3,78.5,5,2566.9,Tea
25.5,43.9,33.2,32.1,62.3,5.96,740.5,Arhar Dal
85.9,38.3,88.4,27.9,82.4,7.14,1998.6,Betel Nut
103.1,48.6,30.3,16.3,32.4,7.19,239.6,Mustard
101.6,48.3,61.9,28.6,46.5,6.21,645.2,Mango
20.3,48.7,27.4,32.2,59,6.94,350.2,Chickpea
70.9,37.3,46,33.9,83.2,6.87,1401.9,Jute
148.8,68.9,72.3,21.1,59.9,5.99,673.5,Broccoli
26.5,30.6,26.1,38.4,26.8,7.81,421.3,Guar
25.3,57.6,29,25.6,60.9,6.32,629.1,Greengram
69.2,46.2,57.8,21.7,52.7,6.46,823.7,Pumpkin
68.7,39,73.3,27.8,71.8,6.83,716,Ash Gourd
51.9,29,71.2,30.7,47.6,7.78,706.4,Tamarind
81.6,34.3,44.3,28.4,89.6,6.8,1416.6,Jute
122.5,46.1,44,19.4,62,6.53,571.4,Wheat
21.9,49.5,29.6,31.7,51.1,6.83,931.3,Arhar Dal
90.9,48,73.1,21.7,63.2,5.93,978.6,Lemon
98.7,43,44,19.3,64.7,6.03,597,Radish
63.3,35.7,65.6,27.5,67.7,7.06,847.8,Ash Gourd
20,43.6,34.3,31.5,43.8,7.6,196.7,Guar
121.6,64.6,52.3,21.4,48.8,6.01,880.7,Maize
103.2,85.9,95.8,14.7,79.5,6.49,542,Potato
87.9,32.6,42.8,29.5,72.1,6.1,1163.8,Amaranthus
21.8,39.3,33.5,37.5,70.3,6.88,490.8,Horse Gram
115.3,58.2,37.7,15.1,56.5,8.1,463.5,Wheat
87.4,57.8,93.6,27,75.6,6.52,1745.5,Turmeric
112,48.1,79.2,15,73.8,6.49,565.9,Cabbage
96.1,70.8,117.2,25.7,68,5.71,1400.7,Papaya
50.3,31.7,30.2,39.1,51,6.44,572.5,Sesame
62.8,44.5,25.4,13.6,48.9,7.33,423.3,Barley
22.6,51.5,42.5,23.5,54.4,5.88,474,Pea
57.6,21.3,25,28.3,66.8,6.64,648.4,Ragi
150,51.8,52.4,27.6,60.4,6.25,564.3,Maize
88.3,33.9,23.4,8,41.6,7.82,364.9,Barley
69.5,42.2,83.6,10.7,56.9,7.32,507.5,Carrot
108,69.4,124.6,28,95,6.18,2041.4,Taro
83.7,38.8,57.3,27.3,52.9,7.6,584.7,Watermelon
82.9,40.8,83.3,22.2,84.2,6.62,1523.9,Betel Nut
83,44.3,59.4,20.5,65.9,6.58,559.3,Lettuce
25.3,44.7,27.7,32,55.8,6.71,691.9,Blackgram
82.1,54.3,56,31.6,60,7.09,454.3,Sorghum
79.2,54.9,104.7,30.5,53.1,6.82,672.7,Grapes
97.6,57.3,88.4,28.2,65.7,5.95,1315.3,Orange
107.1,44.8,70,13.3,60.2,7.39,448.8,Cauliflower
71.7,44.9,78.4,31.5,50.9,7.08,538.8,Muskmelon
172.3,65.9,62.9,20.7,71.6,6.64,704.9,Broccoli
86.1,53.8,74.2,15.5,56.9,6.06,675.5,Turnip
103.7,59,141.8,28.3,73,5.79,2154.5,Taro
28.8,44.1,34,32.6,60.8,6.28,517.1,Urad Dal
88.8,44.2,62.7,20.7,59.3,6.2,1133.2,Lemon
74.2,31,24.6,32.3,48.9,7.01,235.3,Bajra
16.4,31.2,28.7,34.1,38.4,7.96,264.4,Moth Bean
55.8,35.1,36.6,16.8,38.4,8,186.2,Cumin
82.6,37.9,32.8,27.2,44.2,7.14,486.9,Pearl Millet
48.5,34.7,73.8,23.6,75.1,7.77,1054.5,Tamarind
65.4,27.6,50.6,27.8,59.5,6.87,944.5,Drumstick
55.6,53.6,123.6,32.7,67.7,5.59,1189.1,Sweet Potato
98.1,55.7,128.3,22.6,79.1,5.91,2037.8,Taro
79,55.2,61.4,12.9,61.6,5.71,744.7,Turnip
114.5,56.5,101.8,27,87.4,6.17,2071.2,Taro
81.2,48,89.3,27.5,82.5,6.49,531.9,Cucumber
31.8,71,27.5,15.6,55.9,6.63,397.6,Lentil
126.3,43.5,51.8,26.3,76.9,4.86,1684.1,Rice
102.3,44.9,58.4,28.6,69,7.53,885.4,Cotton
30.2,58.1,28.9,31.1,48.4,6.4,631.5,Pigeon Pea
66.9,35.2,30,19,34.2,6.32,262.9,Barley
120.3,65.7,71.5,29.2,60.2,6.12,1293.8,Orange
93.5,48.9,111.7,29.5,82.1,6.61,1367.3,Turmeric
120.3,54.7,51,23.1,58.9,5.75,975.4,Maize
25.5,52.9,34.3,20.1,47.8,7.71,418.9,Gram
38,43.4,52.5,14.4,66.3,7.38,533.4,Field Pea
33.3,56.4,24.8,20.7,47.4,7.86,403.2,Chickpea
109.2,49.7,46.9,15.1,49.8,7.52,528.8,Wheat
21.4,55.2,18.8,31.4,79.9,7.05,843.3,Pigeon Pea
47.2,37.2,61.3,25.4,74.7,6.99,882.6,Snake Gourd
29.4,53.8,33.3,27.4,64.3,6.28,793.8,Arhar Dal
151.9,77.5,84.8,15.3,74,6.21,652.4,Potato
77,45.8,100.8,28.8,76.6,6.36,1291.6,Turmeric
17.4,24.4,29.7,36.8,53.9,6.46,428.4,Horse Gram
66.2,47.2,33.9,28.6,49,7.02,607.5,Bajra
12.8,57.3,32.2,31.6,52,6.63,586.1,Mung Bean
68.2,43.1,57.8,25.3,65.3,7.23,784.8,Ash Gourd
190.9,50,185,30,73.7,6.85,2018.5,Banana
55.4,25.2,26.8,14.8,46.1,6.92,340.3,Linseed
48.2,53.6,78.7,16.2,60.3,6.28,492.9,Garlic
112.8,45.1,74.7,35.6,71.2,6.85,931.7,Bitter Gourd
83.5,58,70.2,19.4,75.6,6.52,445.6,Onion
22.8,58.6,33.7,28.3,53.6,7.14,480.5,Gram
33.9,52,28.7,31.9,50,7.92,457.6,Cluster Bean
33.1,51.1,30.4,31.2,54.6,6.68,883.1,Arhar Dal
60.7,36.8,74.3,28.8,74.6,6.05,2181.3,Clove
19.6,48.5,67.1,34.4,50.5,7.09,765.3,Groundnut
100,54.7,69.7,27,60.1,5.91,484.1,Chilli
38.4,34.4,31.6,19.1,49.8,6.75,307,Linseed
72.7,39.2,43.6,33.5,55.4,7.38,707.6,Jowar
74,49.4,40.1,26.1,63.4,5.71,671.7,Amaranthus
42.6,51.9,54.9,19.5,67.2,6.68,341.7,Field Pea
46,33,57.2,31.3,69.3,5.9,789.3,Curry Leaf
96.8,53.2,133.8,21,62.7,5.92,705,Tobacco
91.6,39.6,71.4,34.6,77.1,6.96,886.8,Ridge Gourd
99.6,54,62.9,33.9,60.9,5.97,731.3,Brinjal
23.2,52.1,46.5,29.8,59.8,6.26,655.9,Groundnut
93.8,54.3,51.9,27.9,81.1,5.66,1479.2,Rice
91.7,45.7,66.5,28.8,75.3,6.8,930.4,Bottle Gourd
52.1,31.4,50.4,30.5,69.8,6.27,1135.4,Amla
80.1,55.4,49.9,22.6,61.3,6.53,807.6,Capsicum
74,49.4,38.8,33.4,73.4,5.89,905.2,Chilli
75.9,58.2,61,21.8,65.6,6.99,513.4,Capsicum
83.6,50.4,64.7,7.7,56.7,6.42,397,Cabbage
43.2,34.9,30,28.8,34.6,6.78,482.4,Ber
15.3,40.1,13.4,32.7,37.5,7.62,223.6,Moth Bean
84.2,41.5,31.4,30.8,41.9,6.18,393.3,Castor
65,23.7,68,36.5,57.5,8.22,966,Tamarind
79.7,34.3,23.2,8,49.8,7.13,344.9,Mustard
107.3,71.8,102.3,29.5,82.6,6.92,2437.6,Jackfruit
101.1,54.3,85.4,30,83.7,6.38,1630.1,Litchi
26.2,47.2,24.1,27.8,62.1,7.21,591.1,Cowpea
128.4,41.4,64.5,31.6,65.5,7.49,887.5,Cotton
76,44.1,96.1,11.6,64.8,7.3,392.4,Carrot
93.1,43.3,54.8,11.9,69.3,6.68,488.8,Spinach
71.6,40.5,74,32,78.5,6.82,606.2,Chilli
60.9,35.4,27.9,39,42.5,7.04,312.1,Pearl Millet
70,40.7,35.7,32.9,45.6,5.46,616.2,Ragi
88.6,42.7,121.2,26.2,80.9,7.31,1725.8,Jackfruit
73,54.5,60,26.1,61.9,7.62,987.2,Capsicum
87.5,33.2,23.6,25,41.6,7.25,401.4,Bajra
60.7,45.7,69,24.2,41.3,6.36,514.1,Garlic
112.7,45.3,73.4,29.2,67.2,6.44,791.2,Bitter Gourd
100,54.9,50.4,20.6,55.7,7.16,499,Onion
46.5,33.7,36,18.8,39,7.48,390.4,Cumin
87.1,60.3,103,26.2,82.2,5.8,3167.4,Rubber
111.1,51.4,71.7,27.7,71.6,6.22,1425.9,Litchi
26.1,66.2,47.1,27.3,55.7,6.75,712.6,Soybean
66.6,61.5,70.8,15.6,62.3,6.53,651.1,Turnip
79.8,50.6,100,23.4,55.5,7.48,559.6,Grapes
94.1,57.5,81.2,17.4,59,6.66,691.5,Onion
98.4,41.3,70.9,37,62.3,5.44,904.4,Mango
36,42.3,22.6,32.8,56.3,6.65,519.6,Greengram
71.7,26.7,69.5,27.6,44.7,7.22,845.1,Amla
35.2,56.1,53,28.4,67.1,6.13,872.7,Soybean
128.4,81,73.2,19.9,76.9,6.07,611.7,Broccoli
56.8,30.5,23.5,27.6,34.2,6.16,515.9,Safflower
31.3,54.1,26.6,32.6,50,8.23,510,Cluster Bean
97.8,46.3,153.1,24.4,60.2,5.81,1172.6,Tobacco
30.1,44.2,48.8,20.3,65.8,5.91,473.6,Pea
94.6,44.2,36.5,30,56.2,5.65,537.5,Sorghum
101.1,52.8,68.9,29.8,69.1,6.38,1307.2,Litchi
55.4,42.1,47.3,26.9,51.9,5.84,984.6,Amla
30.9,54.5,44.1,15.4,68.3,7.15,473.6,Field Pea
54,37.9,41.2,29.7,62.4,6.63,275.9,Castor
94.3,49.2,72.3,32.2,74,5.28,778.6,Mango
27.2,63.2,50.7,21.4,64,6.48,442.1,Pea
78.6,54,74.4,19.2,58.8,5.5,514.4,Turnip
92.6,38.6,97.1,17.6,63.3,7.21,514.8,Cauliflower
21.5,56.7,21,33.9,64.4,5.97,670.3,Cowpea
128.7,70,49.5,24.1,77.1,6.33,833.6,Maize
66,32.8,34.4,31.9,58,6.51,695.1,Ragi
153,64.6,47.9,18.6,77.1,6.72,1108.8,Maize
51.5,28.6,36.2,29.1,54.2,5.67,738.3,Sesame
28.6,37.4,26.8,14.7,33.4,7.08,328,Fenugreek
88.6,32.2,31.6,30.6,44.9,7.15,609.6,Jowar
77.9,25.9,28.4,16.5,71.1,6.25,893.7,Mustard
85.8,39.4,89.1,31.2,60,7.41,391.8,Watermelon
48.5,30.5,32.8,27.8,40.3,5.93,471.8,Safflower
77.6,40.6,80.4,24.2,72.7,6.92,543.5,Cucumber
33.9,27.4,39.6,27.4,28.3,8.06,720.4,Ashwagandha
32.6,31.2,27,27.2,66.9,6.9,637.9,Niger
129.7,49.6,154,23.4,69.3,5.36,2041.8,Coffee
79.7,36.5,51.7,32.5,60.8,5.59,753.3,Amaranthus
72.3,40.2,105.2,28.2,73.5,5.01,817.8,Sweet Potato
81.4,48,93.5,17.9,57.6,7.15,473,Carrot
47.3,27.8,35.1,30.7,83.3,7.71,1656.2,Jute
11.5,25.3,30.6,35.8,49.9,7.71,435.8,Guar
72.4,39.1,79.4,25,45.4,6.86,621.4,Muskmelon
90.7,41.9,55.5,18.7,62.1,6.7,442,Radish
